,ID,NOMBRE,ID_COLINDANTE,NOMBRE_COLINDANTE
597,060307,MIGUEL IGLESIAS,060303,CORTEGANA
598,060307,MIGUEL IGLESIAS,060304,HUASMIN
599,060307,MIGUEL IGLESIAS,060312,LA LIBERTAD DE PALLAN
600,060308,OXAMARCA,061007,JOSE SABOGAL
601,060308,OXAMARCA,061004,GREGORIO PITA
602,060308,OXAMARCA,060105,ENCAÑADA
603,060308,OXAMARCA,060305,JORGE CHAVEZ
604,060308,OXAMARCA,060310,SUCRE
605,060305,JORGE CHAVEZ,060308,OXAMARCA
606,060305,JORGE CHAVEZ,060306,JOSE GALVEZ
607,060305,JORGE CHAVEZ,060310,SUCRE
608,060305,JORGE CHAVEZ,060311,UTCO
609,060306,JOSE GALVEZ,060301,CELENDIN
610,060306,JOSE GALVEZ,060304,HUASMIN
611,060306,JOSE GALVEZ,060305,JORGE CHAVEZ
612,060306,JOSE GALVEZ,060310,SUCRE
613,060306,JOSE GALVEZ,060311,UTCO
614,060309,SOROCHUCO,060105,ENCAÑADA
615,060309,SOROCHUCO,060304,HUASMIN
616,060309,SOROCHUCO,060310,SUCRE
617,060310,SUCRE,060105,ENCAÑADA
618,060310,SUCRE,060304,HUASMIN
619,060310,SUCRE,060308,OXAMARCA
620,060310,SUCRE,060305,JORGE CHAVEZ
621,060310,SUCRE,060306,JOSE GALVEZ
622,060310,SUCRE,060309,SOROCHUCO
623,060311,UTCO,060301,CELENDIN
624,060311,UTCO,060305,JORGE CHAVEZ
625,060311,UTCO,060306,JOSE GALVEZ
626,060409,HUAMBOS,060601,CUTERVO
627,060409,HUAMBOS,060407,COCHABAMBA
628,060409,HUAMBOS,061304,CHANCAYBAÑOS
629,060409,HUAMBOS,061309,SEXI
630,060409,HUAMBOS,060411,LLAMA
631,060409,HUAMBOS,060415,QUEROCOTO
632,060312,LA LIBERTAD DE PALLAN,060301,CELENDIN
633,060312,LA LIBERTAD DE PALLAN,060304,HUASMIN
634,060312,LA LIBERTAD DE PALLAN,060307,MIGUEL IGLESIAS
635,060401,CHOTA,060601,CUTERVO
636,060401,CHOTA,060701,BAMBAMARCA
637,060401,CHOTA,060702,CHUGUR
638,060401,CHOTA,060703,HUALGAYOC
639,060401,CHOTA,060408,CONCHAN
640,060401,CHOTA,060410,LAJAS
641,060401,CHOTA,060419,CHALAMARCA
642,060401,CHOTA,060404,CHIGUIRIP
643,060411,LLAMA,060416,SAN JUAN DE LICUPIS
644,060411,LLAMA,061303,CATACHE
645,060411,LLAMA,061309,SEXI
646,060411,LLAMA,060409,HUAMBOS
647,060411,LLAMA,060412,MIRACOSTA
648,060411,LLAMA,060415,QUEROCOTO
649,060412,MIRACOSTA,060607,QUEROCOTILLO
650,060412,MIRACOSTA,060416,SAN JUAN DE LICUPIS
651,060412,MIRACOSTA,060418,TOCMOCHE
652,060412,MIRACOSTA,060411,LLAMA
653,060412,MIRACOSTA,060415,QUEROCOTO
654,060415,QUEROCOTO,060607,QUEROCOTILLO
655,060415,QUEROCOTO,060601,CUTERVO
656,060415,QUEROCOTO,060416,SAN JUAN DE LICUPIS
657,060415,QUEROCOTO,060409,HUAMBOS
658,060415,QUEROCOTO,060411,LLAMA
659,060415,QUEROCOTO,060412,MIRACOSTA
660,060417,TACABAMBA,060601,CUTERVO
661,060417,TACABAMBA,060614,SOCOTA
662,060417,TACABAMBA,060408,CONCHAN
663,060417,TACABAMBA,060419,CHALAMARCA
664,060417,TACABAMBA,060402,ANGUIA
665,060417,TACABAMBA,060403,CHADIN
666,060417,TACABAMBA,060404,CHIGUIRIP
667,060417,TACABAMBA,060405,CHIMBAN
668,060417,TACABAMBA,060406,CHOROPAMPA
669,060501,CONTUMAZA,060505,SAN BENITO
670,060501,CONTUMAZA,060506,SANTA CRUZ DE TOLEDO
671,060501,CONTUMAZA,060502,CHILETE
672,060501,CONTUMAZA,060504,GUZMANGO
673,060501,CONTUMAZA,060104,COSPAN
674,060501,CONTUMAZA,060102,ASUNCION
675,060501,CONTUMAZA,060109,MAGDALENA
